negative,message
0,RT @ToniLynnStarr: It's @PhoenixRaceway @sprint Cup Race Day!!! Yay!!! Goooo @DaleJr #88 all the way to Victory Lane #2XDaytona500Champ #JR
0,Anybody need a cheap verizon smart phone?
1,If you have Sprint you'll realize the struggle http://t.co/aDxQQOvqSU
0,S/O 2 whoever does music at Verizon Center 4 playing the Mortal Kombat theme song during scuffles @NHLonNBCSports @NHL #itsthelittlethings
0,@Canyousaybella @TMobile @sprint you can they pay your ETF
0,"""@TheRunnerProbs: #ThingsYouShouldntDo sprint the warm up"" AMEN"
0,"2 periods down, #Caps up 4-2 on the #Flyers at #Verizon on #NBC"
0,"2 periods down, #Caps up 4-2 on the #Flyers at #Verizon on #NBC"
0,Featured: Swappa listing for Droid Maxx (Verizon): $458 http://t.co/2bC3vfM1D1
0,Motorola Flip Phone CDM8975PTT Verizon Internet Blue Tooth capable: $9.98 (0 Bids) End Date: Sunday Mar-2-2014... http://t.co/8Clg8UtD3t
0,Verizon Samsung Galaxy Nexus Smartphone FULLY FUNCTIONAL (Crcked Scrn): $0.99 (1 Bid) End Date: Sunday Mar-2-2014... http://t.co/FFwfhxX1Zi
0,orange iphone 4s with With fbird game verizon: $117.50 (21 Bids) End Date: Sunday Mar-2-2014 12:11:25 PST Buy It... http://t.co/QH3IEABXki
0,Like T-mobile is truly stupid . Omg
0,RT @copelandbrent: can't win em all! @lampre_merida put a great show on!..some fine tuning for the sprint & would be closee! 3rd&4th! congr
0,@TiniaJanae: Niggas be like... my phone always messing up when it snows
0,@sprint hi and i am intrested in a plan and phone and i will coming over store on thrusday
0,This week betta sprint by.
0,"RT @MissSprintCup: It's back! RT now for a chance to win a phone call from me, Miss Sprint Cup, Kim, later today! #MSCCallsYOU http://t.co/"
0,
0,RT @coolgirlsnews: Verizon Samsung Galaxy Note 3 White 32GB +UaG Case: $465.00 (20 Bids) End Date: Sunday Mar-2-2014 9:19:50 PST Buy... htt
0,RT @ToniLynnStarr: It's @PhoenixRaceway @sprint Cup Race Day!!! Yay!!! Goooo @DaleJr #88 all the way to Victory Lane #2XDaytona500Champ #JR
0,"Dear @TMobileGranted, I can speak Spanish, but a gringo  upgrading acct in Santa Ana doesn't mean 'set acct for espaol'.#Seriously,NPM"
0,RT @bobpockrass: Get you ready for race: Breaking down Sprint Cup The Profit 500 lineup at Phoenix http://t.co/Cku2CiB3Iz #nascar
0,RT @Raptors: More about basketball as a bond between @t_dotflight31 and his mom in this video from @Sprint http://t.co/ZyRsFSr1h4 #Raptors
0,"Nothing annoys me more than people who skip the hard parts of a set, then sprint the easy parts AND push off right behind you"
0,@sprint and i am still looking for a job
0,Got my s3!! But it's sprint so I'm gonna have to go beg Verizon for a Verizon one
0,About to see what Sprint say about my phone... I feel like I'm here every few months.
1,Being on hold with Verizon wireless is the same thing as waiting in a line at the state fair
0,@LeytherMatt it's a marathon not a sprint Matt
0,This guy at the Verizon store
0,@SGgrc isp's have to pay exorbitantly for being on the Net but if you're saying if Netflix was able to move into the Verizon fold
0,Who needa sprint phone
0,Is there a t-mobile store down north? ???
0,NEW!! APPLE IPHONE 5 16GB WHITE VERIZON ( FACTORY UNLOCKED ) CLEAN ESN***: $509.99 End Date: Friday Mar-7-2014... http://t.co/R5GPzswkfm
0,.@sprint @shaymitch @hellogiggles Best Red Carpet Pose #Framily #HGparty #OscarsParty http://t.co/EzYEuwQ2nQ
0,Hitting up the Sprint store today..new phone and number coming soon !!
0,Sprint Service <<<<<<<
0,Motivate yourself with Verizons new #fitness smartphone wallpapers on #Pinterest. http://t.co/oaOUOa5cD0 #vzwcrowd
0,Niggas at sprint be taking their time
1,RT @WonkaMcCarthy: Good lord sprint sucks....
0,@WiredTeam @DicksonEarle really impressed with the sprint hurdlers today! Well done!
0,NEW IN BOX 30 DAY WARRANTY VERIZON MOTOROLA DEVOUR A555 NEW VERIZON ANDROID 3G  SMART PHONE TOUCH SLIDER $60.00 828-729-5492
0,Happy Birthday to me #centerice #CapsFlyers @ Verizon Center http://t.co/aWa83EITth
0,Can november 9th come sooner? Sprint cup series. :)
0,RT @RossiSings: I said candyman in the mirror 20x as a kid. And the day he decides to slice my ass I won't be able to call for help w/ this
0,Save One Show 2014: We're Down to the Top 5Vote Now! http://t.co/1RNstZRO6G via @eonlineIT Pronte x lo sprint finale besties per #BATB
0,@Johnny_Bravo5 dude crazy stuff in the Verizon center right outside of MARY-Land and Baltimore Mary-Land
0,
0,"RT @BluntEducator: Students take notice of those educators who are in the stands at ballgames, plays, concerts, etc. vs those who sprint fr"
0,Get $100 or more off any new Verizon smartphone when you trade in your old one. New 2 yr. activation req'd. http://t.co/9gzhsYFuvN #vzwcrowd
1,"RT @camcamm_: ""I hate sprint"" "
0,Speeeeeeeeeddddd!!!!! (@ Phoenix International Raceway for NASCAR Sprint Cup Series at Phoenix w/ 99 others) http://t.co/k331XimOSL
1,Verizon will try to rip you off so fast
0,Let's go racing!!! (@ Phoenix International Raceway - @phoenixraceway for NASCAR Sprint Cup Series at Phoenix) http://t.co/Kujwop1RsU
0,Sierra Wireless 598U USB Modem (Sprint): Shop cell phones and accessories at http://t.co/U2yy8qsZFJ. Youll find... http://t.co/cs4vWA23g1
0,@ShaunD10 @owlo3 When's Goodward? 2 weeks today for my 1st Du of 2014! I'm still faffing on with nutrition & it's only a sprint! Arrggh LOL
0,RT @KLOVERadio: Watch Michael McDowell (@Mc_Driver) TODAY!! He's racing in the @NASCAR Sprint Cup Series at 3PM ET on FOX.
0,Sierra Wireless 598U USB Modem (Sprint): Shop cell phones and accessories at http://t.co/YpBZqa0aee. Youll find... http://t.co/fvpC4lIkuQ
0,RT @UpnComin32: Is it me or is #Sprint looking desperate with this new #Framily plan. This doesn't change the fact that they have the worst
1,gotta go to sprint
0,@JadeC__ I have no idea how on earth we managed to sprint from Euston to Kings Cross in five minuets!
0,RT @jackpgreen: @WiredTeam @DicksonEarle really impressed with the sprint hurdlers today! Well done!
0,@cacainyachonies yeah so you should get T-Mobile
0,"Report: Kentucky Speedway owes state police $300,000 for security http://t.co/sG9nBDqdqb"
0,"@colinclements80 @ChloeBobbyLexi IMHO in a 2 mile chase, like a flat sprint, economical use of energy is imperative. Don't like buzzy ones."
0,See you at the Verizon Center this Thursday for the DCSAA Championship!  @VisiSports @jwburk
0,Going to watch NASCAR today! Are you watching NASCAR Racing:Sprint Cup in Phoenix? http://t.co/8Y0pIWE4HY
0,"@K_Kenion oh my God, that damn Verizon lady lie to me"
0,"RT @RethinkSchools: RT @AthensMyra: Ravich: This is a long-term race, not a sprint. Our schools cannot be profit centers. #npeconference"
0,I'm begging...Someone come with me to Verizon in like an hour. I can't handle that joint by myself.
0,my dad is literally just dropping me off at verizon to wait for a new phone while he goes to drink beer...thx
0,Shuman Named Tucson WoO Grand Marshal: The World of Outlaws STP Sprint Car Series is set for its March 8 invas... http://t.co/lOeSQKFGvf
1,"RT @camcamm_: ""I hate sprint"" "
1,"RT @camcamm_: ""I hate sprint"" "
1,@_DavidMota_: I hate you @sprint Word
0,caught her leaving selfies at t-mobile http://t.co/ms5isTxQN2
0,Ice day - play day.  Flyers/Caps then Sprint Cup!  Too bad husband is working 12 hrs today...
0,The #caps fan at the Verizon center are quiet they barely cheer #FlyersTalk
0,NEW VERIZON 4G LTE (GLOBAL GSM ROAM) MOTOROLA DROID RAZR M XT907 WHITE PHONE http://t.co/QDZTqqbVvK
0,"@Kenny_Wallace If u were offered a full ride in Sprint cup in decent equipment or 10 races in top equipment, which, if any, would u choose?"
0,Why Facebook Is More Like Verizon Than Like Google http://t.co/CQWAWfVI64
1,sprint fucking suck !
0,RT @_BallsInYaMouth: Sprint Service <<<<<<<
1,@itTrey5: @_DavidMota_: I hate you @sprint Word nah they better let me keep my number
0,RT @_BallsInYaMouth: Sprint Service <<<<<<<
0,RT @JimmieJohnson: Getting ready to wheel it. @ Sprint Cup Garage @ Phoenix International Raceway http://t.co/35ZxuQeX9q
0,$EPAY Industry Analyst Jeff Kagan on Sprint Softbank Direction So Far http://t.co/Scg8efCdlA
1,I hate Sprint so much
0,verizon is the best
1,"After months of contemplating, I finally switched from @Sprint to @TMobile & I now have no service...zero, nada, zilch. REALLY? #annoyed >=["
0,"ITALY/ ROMA, Sprint for Baselli http://t.co/AN5dapRm38 #transfermarket"
1,@SatansWifeyy I'm glad verizon was denied rights to canada then! That's retarded.
0,Having a mother that works with Verizon customer service is the best. #savedtheday
0,Read if ur considering changing cellphone plans! T-Mobile Turns an Industry on Its Ear in a Fight for Its Life http://t.co/yGnTApcAvc
0,Spartan Sprint #done #trifect #SPARTEC @ Santa Ana Jilotzingo http://t.co/LM8qR0ymeK
0,Motivate yourself with Verizons new #fitness smartphone wallpapers on #Pinterest. http://t.co/ZzXorfuO5E #vzwcrowd
0,@clcald01 I looked into T-Mobile as well but the coverage didnt look great in some areas I needed.
0,Waiting at the sprint store is annoying
0,Verizon's insurance is bs.
0,Ppl keep saying they've been calling & texting me.
0,Sprint I am sitting in my room why do I still not have service.
1,RT @deliaharrell: I hate Sprint so much
0,@_DavidMota_ @sprint nah there probably not I had to switch my number when I got my iPhone
0,"I added a video to a @YouTube playlist http://t.co/Ywab4rjSz9 Minecraft Pocket Edition Lets Play Episode 61 ""Time to Sprint"""
0,Get $100 or more off any new Verizon smartphone when you trade in your old one. New 2 yr. activation req'd. http://t.co/vj8S1UIMJe #vzwcrowd
0,Anybody with tmobile?
0,Y'ALL BITCHES BETTER GET MY SERVICE TOGETHER @sprint
0,Danica and Stenhouse Jr collide  Sprint Unlimited  2014 NASCAR Sprint Cup http://t.co/dkXuZ1YvwN
0,Verizon 9930 defaults to using carrier for data rather then wifi for BIS http://t.co/zGANX6UAgQ
0,"iPhone news: AT&T, Vodafone, T-Mobile, O2, Verizon, Orange, Vodafone Unlock For iPhone   Amersham People http://t.co/RU9cwZ8JJb"
0,"iPhone news: AT&T, Vodafone, T-Mobile, O2, Verizon, Orange, Vodafone Unlock For iPhone   Amersham People http://t.co/rW51E5mvax"
0,"iPhone news: AT&T, Vodafone, T-Mobile, O2, Verizon, Orange, Vodafone Unlock For iPhone   Amersham People http://t.co/K8C2ybl5iz"
0,"iPhone news: AT&T, Vodafone, T-Mobile, O2, Verizon, Orange, Vodafone Unlock For iPhone   Amersham People http://t.co/faaOMBtKaV"
0,"iPhone news: AT&T, Vodafone, T-Mobile, O2, Verizon, Orange, Vodafone Unlock For iPhone   Amersham People http://t.co/TeAIDIqD7m"
1,Gotta pay my high ass sprint fone bill
1,@SGgrc I'm a Verizon Fios customer and netflix is horrid. I'm on a 150/75 plan too!
0,Tune in NOW! #NASCAR Sprint Cup race coverage @PhoenixRaceway begins at 2:30 p.m. ET on @FOXTV.
0,Got any Rumors on the 10.2.1 - Verizon customers http://t.co/8pF7s1ils2
0,Samsung Galaxy S 4 SCH-I545 - 16GB - Blue Arctic (Verizon) Smartphone:  $375.00 (0 Bids)End Date: Sunday Mar-2... http://t.co/rU0que8IBJ
0,Samsung Galaxy S 4 SCH-I545 - 16GB - Blue Arctic (Verizon) Smartphone:  $375.00 (0 Bids)End Date: Sunday Mar-2... http://t.co/KQb8WvzCEq
0,"A drop dead sprint from the day he's born, straight into his makers arms."
0,RT @Mike28davis: Anyone selling a iPhone 5 Verizon
1,I wish I had wifi at work cuz sprint doesn't cut it
0,HTC Evo 3D PG86100 - Black - Sprint 4G - Clean ESN - Good Condition w/ Otter Box:   Price 32.0  USD  (4 Bids)E... http://t.co/4RN2ZKlz8a
0,
0,HTC Evo 3D PG86100 - Black - Sprint 4G - Clean ESN - Good Condition w/ Otter Box:   Price 32.0  USD  (4 Bids)E... http://t.co/h41Rcp44Rl
0,RT @TeamHendrick: Tune in NOW! #NASCAR Sprint Cup race coverage @PhoenixRaceway begins at 2:30 p.m. ET on @FOXTV.
1,Idc what sprint says.. They're gunna cover this screen
0,RT @TeamHendrick: Tune in NOW! #NASCAR Sprint Cup race coverage @PhoenixRaceway begins at 2:30 p.m. ET on @FOXTV.
0,Matson flies to take sprint double: Seventeen-year-old Timaru athlete Jacob Matson tore up the Aorangi Park at... http://t.co/XdqmPzs28p
0,"Randall, Caldwell share Finland podium in XC sprint: The crucial win put Randall back on top of the World Cup ... http://t.co/8vu7LlvEjw"
0,Enter to Win a Kyocera Hydro Edge Android Smartphone by @Sprint on @TwoClassyChics Blog Ends 03/18 #Giveaways #spon http://t.co/HDWWhEwbA1
0,Updated: Motorola Droid RAZR 4G LTE No Contract Verizon  http://t.co/PI176YmLXk
0,RT @TeamHendrick: Tune in NOW! #NASCAR Sprint Cup race coverage @PhoenixRaceway begins at 2:30 p.m. ET on @FOXTV.
0,I really shouldn't have ran that sprint medley
0,@itTrey5 @sprint I have verizon and I went on the website to see if I could keep my number and they said yes
0,We had to sprint for the bus
0,@mlbsox31 Thx 4 the tweet! Is your friend currently w/ Sprint? Are u only getting the error when calling him? Let me know. *LLP
0,RT @_HeartForSale:
1,I'm leaving sprint
0,@samiola0321 if it makes u feel better i apparently was following sprint!
0,Apple iPhone 4s - 16GB - Black (Verizon) Smartphone:   Price 180.0  USD  ( Bids)End Time: 2014-03-03 15:07:20 ... http://t.co/Cf2oQ26WDi
0,Verizon iPhone 4 16GB Apple Smartphone Black Clean Esn:   Price 144.79  USD  ( Bids)End Time: 2014-03-02 23:00... http://t.co/5BroCYHgAb
0,Apple iPhone 4s - 16GB - Black (Verizon) Smartphone:   Price 180.0  USD  ( Bids)End Time: 2014-03-03 15:07:20 ... http://t.co/psI8DsgeGs
0,Verizon iPhone 4 16GB Apple Smartphone Black Clean Esn:   Price 144.79  USD  ( Bids)End Time: 2014-03-02 23:00... http://t.co/VXArtGjv32
0,@TMobile selling our great plans and LTE. @ATT & @sprint customers keep filing in! #breakup
0,RT @TeamHendrick: Tune in NOW! #NASCAR Sprint Cup race coverage @PhoenixRaceway begins at 2:30 p.m. ET on @FOXTV.
0,RT @TeamHendrick: Tune in NOW! #NASCAR Sprint Cup race coverage @PhoenixRaceway begins at 2:30 p.m. ET on @FOXTV.
0,Frozen is on early release for Verizon Fios!!!!!rt to save a life!!!!
0,It was a sprint off the field I like it boys
0,RT @SprintRaceNews: Shuman Named Tucson WoO Grand Marshal: The World of Outlaws STP Sprint Car Series is set for its March 8 invas... http:
1,"""@_ProminentKevv: I'm leaving sprint "
0,So someone told that Verizon used real rockettes in their commercial.
0,Because you are lol @IVY_TAIL: About to see what Sprint say about my phone... I feel like I'm here every few months.
0,RT @TeamHendrick: Tune in NOW! #NASCAR Sprint Cup race coverage @PhoenixRaceway begins at 2:30 p.m. ET on @FOXTV.
1,"RT @bookiesKeeper: ""@_ProminentKevv: I'm leaving sprint "
0,RT @TeamHendrick: Tune in NOW! #NASCAR Sprint Cup race coverage @PhoenixRaceway begins at 2:30 p.m. ET on @FOXTV.
0,RT @TeamHendrick: Tune in NOW! #NASCAR Sprint Cup race coverage @PhoenixRaceway begins at 2:30 p.m. ET on @FOXTV.
0,I wish @Verizon offered paperless billing on @doxo. http://t.co/mx3KtLivDW
1,Sprint can have there phone back cause im done
0,RT @TeamHendrick: Tune in NOW! #NASCAR Sprint Cup race coverage @PhoenixRaceway begins at 2:30 p.m. ET on @FOXTV.
0,"""@TeamHendrick: Tune in NOW! #NASCAR Sprint Cup race coverage @PhoenixRaceway begins at 2:30 p.m. ET on @FOXTV."" Let's go!!! #Hendricks"
0,#apple Apple iPhone 5s 16gb Sprint iCloud Locked clean ESN http://t.co/PNzZlLukeE
0,#apple Iphone 4s - 32 gb White Verizon CLEAN ESN!!!! http://t.co/sbybxYDntp
0,RT @TeamHendrick: Tune in NOW! #NASCAR Sprint Cup race coverage @PhoenixRaceway begins at 2:30 p.m. ET on @FOXTV.
0,i need to visit the sprint store .
0,I swear verizon tries to make shitty chargers so I buy a new one every week
0,RT @_BallsInYaMouth: Sprint Service <<<<<<<
0,RT @TeamHendrick: Tune in NOW! #NASCAR Sprint Cup race coverage @PhoenixRaceway begins at 2:30 p.m. ET on @FOXTV.
0,@chrissiesmiles any tips for Tri beginners I'm doing my first sprint in Nottingham uk
0,@deliaharrell I'm happy with mine
0,You know how disappointing it is when Purdue doesn't move their legs and get down to the defensive end? Sprint. Don't back peddle. Sprint.
